"","PMID","title","author_list","citation","journal","year","DOI","position","author_name","lead_or_other"
"1705",20032234,"Recovery of motoneuron output is delayed in old men following high-intensity fatigue","Dalton BH, Harwood B, Davidson AW, Rice CL.","J Neurophysiol. 2010 Feb;103(2):977-85. doi: 10.1152/jn.00908.2009. Epub 2009 Dec 23.","J Neurophysiol",2010,"10.1152/jn.00908.2009","position_2","Harwood B","other"
"1706",20158505,"Differential age-related changes in motor unit properties between elbow flexors and extensors","Dalton BH, Jakobi JM, Allman BL, Rice CL.","Acta Physiol (Oxf). 2010 Sep;200(1):45-55. doi: 10.1111/j.1748-1716.2010.02100.x. Epub 2010 Feb 12.","Acta Physiol (Oxf)",2010,"10.1111/j.1748-1716.2010.02100.x","position_2","Jakobi JM","other"
"1707",27569036,"Graphical User Interface to Identify Optimal Combinations of Isometric Normalization Tests for the Production of Maximum Voluntary Activation of the Shoulder Muscles","Dal Maso F, Marion P, Begon M.","Arch Phys Med Rehabil. 2016 Sep;97(9):1597-1598. doi: 10.1016/j.apmr.2016.03.014.","Arch Phys Med Rehabil",2016,"10.1016/j.apmr.2016.03.014","position_2","Marion P","other"
"1708",26801059,"Optimal Combinations of Isometric Normalization Tests for the Production of Maximum Voluntary Activation of the Shoulder Muscles","Dal Maso F, Marion P, Begon M.","Arch Phys Med Rehabil. 2016 Sep;97(9):1542-1551.e2. doi: 10.1016/j.apmr.2015.12.024. Epub 2016 Jan 20.","Arch Phys Med Rehabil",2016,"10.1016/j.apmr.2015.12.024","position_2","Marion P","other"
"1709",15731680,"Donor-site morbidity of the pedicled rectus femoris muscle flap","Daigeler A, Dodic T, Awiszus F, Schneider W, Fansa H.","Plast Reconstr Surg. 2005 Mar;115(3):786-92. doi: 10.1097/01.prs.0000152422.64505.2a.","Plast Reconstr Surg",2005,"10.1097/01.prs.0000152422.64505.2a","position_2","Dodic T","other"
"1710",34787931,"Airflow restriction mask induces greater central fatigue after a non-exhaustive high-intensity interval exercise","Da Silva KJ, Da Silva LC, Felippe LC, Silva-Cavalcante MD, Franco-Alvarenga PE, Learsi S, Ataide-Silva T, Bertuzzi R, Lima-Silva AE, Ferreira GA.","Scand J Med Sci Sports. 2021 Nov 17. doi: 10.1111/sms.14099. Online ahead of print.","Scand J Med Sci Sports",2021,"10.1111/sms.14099","position_2","Da Silva LC","other"
"1711",32694369,"Altered Position Sense after Submaximal Eccentric Exercise-inducing Central Fatigue","DA Silva F, Monjo F, Zghal F, Chorin F, Guérin O, Colson SS.","Med Sci Sports Exerc. 2021 Jan;53(1):218-227. doi: 10.1249/MSS.0000000000002444.","Med Sci Sports Exerc",2021,"10.1249/MSS.0000000000002444","position_2","Monjo F","other"
"1712",32324475,"Unlike voluntary contractions, stimulated contractions of a hand muscle do not reduce voluntary activation or motoneuronal excitability","D'Amico JM, Rouffet DM, Gandevia SC, Taylor JL.","J Appl Physiol (1985). 2020 May 1;128(5):1412-1422. doi: 10.1152/japplphysiol.00553.2019. Epub 2020 Apr 23.","J Appl Physiol (1985)",2020,"10.1152/japplphysiol.00553.2019","position_2","Rouffet DM","other"
"1713",17460332,"Caffeinated sports drink: ergogenic effects and possible mechanisms","Cureton KJ, Warren GL, Millard-Stafford ML, Wingo JE, Trilk J, Buyckx M.","Int J Sport Nutr Exerc Metab. 2007 Feb;17(1):35-55. doi: 10.1123/ijsnem.17.1.35.","Int J Sport Nutr Exerc Metab",2007,"10.1123/ijsnem.17.1.35","position_2","Warren GL","other"
"1714",34652335,"Acute Neuromuscular Response to Team Sports-specific Running, Resistance, and Concurrent Training: A Cross-over Study","Cross R, Lovell R, Marshall PW, Siegler J.","Med Sci Sports Exerc. 2021 Oct 4. doi: 10.1249/MSS.0000000000002804. Online ahead of print.","Med Sci Sports Exerc",2021,"10.1249/MSS.0000000000002804","position_2","Lovell R","other"
"1715",21477068,"Effects of salbutamol on the contractile properties of human skeletal muscle before and after fatigue","Crivelli G, Millet GP, Gremion G, Borrani F.","Acta Physiol (Oxf). 2011 Oct;203(2):311-20. doi: 10.1111/j.1748-1716.2011.02302.x. Epub 2011 May 27.","Acta Physiol (Oxf)",2011,"10.1111/j.1748-1716.2011.02302.x","position_2","Millet GP","other"
"1716",29738677,"Greater fatigability in knee-flexors vs. knee-extensors after a standardized fatiguing protocol","Coratella G, Grosprêtre S, Gimenez P, Mourot L.","Eur J Sport Sci. 2018 Sep;18(8):1110-1118. doi: 10.1080/17461391.2018.1469674. Epub 2018 May 8.","Eur J Sport Sci",2018,"10.1080/17461391.2018.1469674","position_2","Grosprêtre S","other"
"1717",31318712,"Neuromuscular Function and Blood Flow Occlusion with Dynamic Arm Flexor Contractions","Copithorne DB, Rice CL.","Med Sci Sports Exerc. 2020 Jan;52(1):205-213. doi: 10.1249/MSS.0000000000002091.","Med Sci Sports Exerc",2020,"10.1249/MSS.0000000000002091","position_2","Rice CL","other"
"1718",30734842,"The effect of blood flow occlusion during acute low-intensity isometric elbow flexion exercise","Copithorne DB, Rice CL.","Eur J Appl Physiol. 2019 Mar;119(3):587-595. doi: 10.1007/s00421-019-04088-8. Epub 2019 Feb 8.","Eur J Appl Physiol",2019,"10.1007/s00421-019-04088-8","position_2","Rice CL","other"
"1719",23302752,"The reliability of the interpolated twitch technique during submaximal and maximal isometric muscle actions","Cooper MA, Herda TJ, Walter-Herda AA, Costa PB, Ryan ED, Cramer JT.","J Strength Cond Res. 2013 Oct;27(10):2909-13. doi: 10.1519/JSC.0b013e31828159ac.","J Strength Cond Res",2013,"10.1519/JSC.0b013e31828159ac","position_2","Herda TJ","other"
"1720",26655823,"Is the notion of central fatigue based on a solid foundation?","Contessa P, Puleo A, De Luca CJ.","J Neurophysiol. 2016 Feb 1;115(2):967-77. doi: 10.1152/jn.00889.2015. Epub 2015 Dec 9.","J Neurophysiol",2016,"10.1152/jn.00889.2015","position_2","Puleo A","other"
"1721",33106112,"Mechanisms of Modulation of Automatic Scapulothoracic Muscle Contraction Timings","Contemori S, Panichi R, Biscarini A.","J Mot Behav. 2021;53(6):669-679. doi: 10.1080/00222895.2020.1837064. Epub 2020 Oct 26.","J Mot Behav",2021,"10.1080/00222895.2020.1837064","position_2","Panichi R","other"
"1722",24149550,"Effects of between-set interventions on neuromuscular function during isokinetic maximal concentric contractions of the knee extensors","Cometti C, Deley G, Babault N.","J Sports Sci Med. 2011 Dec 1;10(4):624-9. eCollection 2011.","J Sports Sci Med",2011,NA,"position_2","Deley G","other"
"1723",18621547,"Effects of electromyostimulation versus voluntary isometric training on elbow flexor muscle strength","Colson SS, Martin A, Van Hoecke J.","J Electromyogr Kinesiol. 2009 Oct;19(5):e311-9. doi: 10.1016/j.jelekin.2008.05.009. Epub 2008 Jul 14.","J Electromyogr Kinesiol",2009,"10.1016/j.jelekin.2008.05.009","position_2","Martin A","other"
"1724",19885777,"Whole body vibration does not enhance muscle activation","Colson SS, Petit PD, Hébreard L, Tessaro J, Pensini M.","Int J Sports Med. 2009 Dec;30(12):841-4. doi: 10.1055/s-0029-1234082.","Int J Sports Med",2009,"10.1055/s-0029-1234082","position_2","Petit PD","other"
"1725",32916655,"Muscle Fatigability After Hex-Bar Deadlift Exercise Performed With Fast or Slow Tempo","Collison JA, Moran J, Zijdewind I, Hettinga FJ.","Int J Sports Physiol Perform. 2020 Sep 11;16(1):117-123. doi: 10.1123/ijspp.2019-0599.","Int J Sports Physiol Perform",2020,"10.1123/ijspp.2019-0599","position_2","Moran J","other"
"1726",29701482,"Neuromuscular fatigue during repeated sprint exercise: underlying physiology and methodological considerations","Collins BW, Pearcey GEP, Buckle NCM, Power KE, Button DC.","Appl Physiol Nutr Metab. 2018 Nov;43(11):1166-1175. doi: 10.1139/apnm-2018-0080. Epub 2018 Apr 27.","Appl Physiol Nutr Metab",2018,"10.1139/apnm-2018-0080","position_2","Pearcey GEP","other"
"1727",26670991,"Small Beneficial Effect of Caffeinated Energy Drink Ingestion on Strength","Collier NB, Hardy MA, Millard-Stafford ML, Warren GL.","J Strength Cond Res. 2016 Jul;30(7):1862-70. doi: 10.1519/JSC.0000000000001289.","J Strength Cond Res",2016,"10.1519/JSC.0000000000001289","position_2","Hardy MA","other"
"1728",34533875,"Concentric versus eccentric cycling at equal power output or effort perception: Neuromuscular alterations and muscle pain","Clos P, Mater A, Laroche D, Lepers R.","Scand J Med Sci Sports. 2022 Jan;32(1):45-59. doi: 10.1111/sms.14053. Epub 2021 Sep 26.","Scand J Med Sci Sports",2022,"10.1111/sms.14053","position_2","Mater A","other"
"1729",32347373,"Corticospinal excitability is altered similarly following concentric and eccentric maximal contractions","Clos P, Garnier Y, Martin A, Lepers R.","Eur J Appl Physiol. 2020 Jun;120(6):1457-1469. doi: 10.1007/s00421-020-04377-7. Epub 2020 Apr 28.","Eur J Appl Physiol",2020,"10.1007/s00421-020-04377-7","position_2","Garnier Y","other"
"1730",34098008,"Heterogeneity of the strength response to progressive resistance exercise training in older adults: Contributions of muscle contractility","Clark LA, Russ DW, Tavoian D, Arnold WD, Law TD, France CR, Clark BC.","Exp Gerontol. 2021 Sep;152:111437. doi: 10.1016/j.exger.2021.111437. Epub 2021 Jun 4.","Exp Gerontol",2021,"10.1016/j.exger.2021.111437","position_2","Russ DW","other"
"1731",20156882,"Impaired voluntary neuromuscular activation limits muscle power in mobility-limited older adults","Clark DJ, Patten C, Reid KF, Carabello RJ, Phillips EM, Fielding RA.","J Gerontol A Biol Sci Med Sci. 2010 May;65(5):495-502. doi: 10.1093/gerona/glq012. Epub 2010 Feb 15.","J Gerontol A Biol Sci Med Sci",2010,"10.1093/gerona/glq012","position_2","Patten C","other"
"1732",21529329,"Age-related changes in motor cortical properties and voluntary activation of skeletal muscle","Clark BC, Taylor JL.","Curr Aging Sci. 2011 Dec;4(3):192-9. doi: 10.2174/1874609811104030192.","Curr Aging Sci",2011,"10.2174/1874609811104030192","position_2","Taylor JL","other"
"1733",23461704,"Modulation of proprioceptive feedback during functional electrical stimulation: an fMRI study","Christensen MS, Grey MJ.","Eur J Neurosci. 2013 Jun;37(11):1766-78. doi: 10.1111/ejn.12178. Epub 2013 Mar 5.","Eur J Neurosci",2013,"10.1111/ejn.12178","position_2","Grey MJ","other"
"1734",28337151,"A Reduction in Maximal Incremental Exercise Test Duration 48 h Post Downhill Run Is Associated with Muscle Damage Derived Exercise Induced Pain","Chrismas BC, Taylor L, Siegler JC, Midgley AW.","Front Physiol. 2017 Mar 9;8:135. doi: 10.3389/fphys.2017.00135. eCollection 2017.","Front Physiol",2017,"10.3389/fphys.2017.00135","position_2","Taylor L","other"
"1735",17054963,"Lumbosacral orthoses reduce trunk muscle activity in a postural control task","Cholewicki J, Reeves NP, Everding VQ, Morrisette DC.","J Biomech. 2007;40(8):1731-6. doi: 10.1016/j.jbiomech.2006.08.005. Epub 2006 Oct 18.","J Biomech",2007,"10.1016/j.jbiomech.2006.08.005","position_2","Reeves NP","other"
"1736",15304261,"A prospective analysis of incidence and severity of quadriceps inhibition in a consecutive sample of 100 patients with complete acute anterior cruciate ligament rupture","Chmielewski TL, Stackhouse S, Axe MJ, Snyder-Mackler L.","J Orthop Res. 2004 Sep;22(5):925-30. doi: 10.1016/j.orthres.2004.01.007.","J Orthop Res",2004,"10.1016/j.orthres.2004.01.007","position_2","Stackhouse S","other"
"1737",26590465,"The effects of acute versus chronic training status on pacing strategies of older men in a hot, humid environment","Chia E, Cannon J, Marino FE.","J Therm Biol. 2015 Oct;53:125-34. doi: 10.1016/j.jtherbio.2015.10.001. Epub 2015 Oct 22.","J Therm Biol",2015,"10.1016/j.jtherbio.2015.10.001","position_2","Cannon J","other"
"1738",23753522,"'SIT' down and relax: the interpolated twitch technique is still a valid measure of central fatigue during sustained contraction tasks","Cheng AJ, Dalton BH, Harwood B, Power GA.","J Physiol. 2013 Aug 1;591(15):3677-8. doi: 10.1113/jphysiol.2013.258566. Epub 2013 Jun 10.","J Physiol",2013,"10.1113/jphysiol.2013.258566","position_2","Dalton BH","other"
"1739",20131063,"The influence of muscle length on the fatigue-related reduction in joint range of motion of the human dorsiflexors","Cheng AJ, Davidson AW, Rice CL.","Eur J Appl Physiol. 2010 Jun;109(3):405-15. doi: 10.1007/s00421-010-1364-3. Epub 2010 Feb 4.","Eur J Appl Physiol",2010,"10.1007/s00421-010-1364-3","position_2","Davidson AW","other"
"1740",19768762,"Voluntary activation in the triceps brachii at short and long muscle lengths","Cheng AJ, Rice CL.","Muscle Nerve. 2010 Jan;41(1):63-70. doi: 10.1002/mus.21447.","Muscle Nerve",2010,"10.1002/mus.21447","position_2","Rice CL","other"
"1741",31765316,"Effects of Nonstationarity on Muscle Force Signals Regularity During a Fatiguing Motor Task","Chatain C, Gruet M, Vallier JM, Ramdani S.","IEEE Trans Neural Syst Rehabil Eng. 2020 Jan;28(1):228-237. doi: 10.1109/TNSRE.2019.2955808. Epub 2019 Nov 25.","IEEE Trans Neural Syst Rehabil Eng",2020,"10.1109/TNSRE.2019.2955808","position_2","Gruet M","other"
"1742",30734321,"Influence of cognitive load on the dynamics of neurophysiological adjustments during fatiguing exercise","Chatain C, Radel R, Vercruyssen F, Rabahi T, Vallier JM, Bernard T, Gruet M.","Psychophysiology. 2019 Jun;56(6):e13343. doi: 10.1111/psyp.13343. Epub 2019 Feb 7.","Psychophysiology",2019,"10.1111/psyp.13343","position_2","Radel R","other"
"1743",32822076,"Neuromuscular fatigability amplitude and aetiology are interrelated across muscles","Chartogne M, Rahmani A, Nicolon L, Jubeau M, Morel B.","Exp Physiol. 2020 Oct;105(10):1758-1766. doi: 10.1113/EP088682. Epub 2020 Sep 7.","Exp Physiol",2020,"10.1113/EP088682","position_2","Rahmani A","other"
"1744",33525530,"Residual Force Enhancement Is Present in Consecutive Post-Stretch Isometric Contractions of the Hamstrings during a Training Simulation","Chapman ND, Whitting JW, Broadbent S, Crowley-McHattan ZJ, Meir R.","Int J Environ Res Public Health. 2021 Jan 28;18(3):1154. doi: 10.3390/ijerph18031154.","Int J Environ Res Public Health",2021,"10.3390/ijerph18031154","position_2","Whitting JW","other"
"1745",12635120,"Randomized controlled trial of strength training in post-polio patients","Chan KM, Amirjani N, Sumrain M, Clarke A, Strohschein FJ.","Muscle Nerve. 2003 Mar;27(3):332-8. doi: 10.1002/mus.10327.","Muscle Nerve",2003,"10.1002/mus.10327","position_2","Amirjani N","other"
"1746",21674405,"Decreased central fatigue in multiple sclerosis patients after 8 weeks of surface functional electrical stimulation","Chang YJ, Hsu MJ, Chen SM, Lin CH, Wong AM.","J Rehabil Res Dev. 2011;48(5):555-64. doi: 10.1682/jrrd.2010.03.0038.","J Rehabil Res Dev",2011,"10.1682/jrrd.2010.03.0038","position_2","Hsu MJ","other"
"1747",23605647,"Spasticity, weakness, force variability, and sustained spontaneous motor unit discharges of resting spastic-paretic biceps brachii muscles in chronic stroke","Chang SH, Francisco GE, Zhou P, Rymer WZ, Li S.","Muscle Nerve. 2013 Jul;48(1):85-92. doi: 10.1002/mus.23699. Epub 2013 Apr 21.","Muscle Nerve",2013,"10.1002/mus.23699","position_2","Francisco GE","other"
"1748",32703213,"Precise quantification of the time course of voluntary activation capacity following Botulinum toxin injections in the biceps brachii muscles of chronic stroke survivors","Chandra S, Afsharipour B, Rymer WZ, Suresh NL.","J Neuroeng Rehabil. 2020 Jul 23;17(1):102. doi: 10.1186/s12984-020-00716-z.","J Neuroeng Rehabil",2020,"10.1186/s12984-020-00716-z","position_2","Afsharipour B","other"
"1749",30859239,"Characteristics of motor unit recruitment in boys and men at maximal and submaximal force levels","Chalchat E, Piponnier E, Bontemps B, Julian V, Bocock O, Duclos M, Ratel S, Martin V.","Exp Brain Res. 2019 May;237(5):1289-1302. doi: 10.1007/s00221-019-05508-z. Epub 2019 Mar 11.","Exp Brain Res",2019,"10.1007/s00221-019-05508-z","position_2","Piponnier E","other"
"1750",31913244,"Neuromuscular versus Mechanical Stretch-induced Changes in Contralateral versus Ipsilateral Muscle","Cè E, Coratella G, Bisconti AV, Venturelli M, Limonta E, Doria C, Rampichini S, Longo S, Esposito F.","Med Sci Sports Exerc. 2020 Jun;52(6):1294-1306. doi: 10.1249/MSS.0000000000002255.","Med Sci Sports Exerc",2020,"10.1249/MSS.0000000000002255","position_2","Coratella G","other"
"1751",27488270,"Proportional estimation of finger movements from high-density surface electromyography","Celadon N, Došen S, Binder I, Ariano P, Farina D.","J Neuroeng Rehabil. 2016 Aug 4;13(1):73. doi: 10.1186/s12984-016-0172-3.","J Neuroeng Rehabil",2016,"10.1186/s12984-016-0172-3","position_2","Došen S","other"
"1752",17307387,"Inhibitory reflexes in human perioral facial muscles: a single-motor unit study","Cattaneo L, Macaluso GM, Pavesi G.","Clin Neurophysiol. 2007 Apr;118(4):794-801. doi: 10.1016/j.clinph.2006.12.007. Epub 2007 Feb 16.","Clin Neurophysiol",2007,"10.1016/j.clinph.2006.12.007","position_2","Macaluso GM","other"
"1753",30240850,"Neural and muscular factors both contribute to plantar-flexor muscle weakness in older fallers","Cattagni T, Harnie J, Jubeau M, Hucteau E, Couturier C, Mignardot JB, Deschamps T, Berrut G, Cornu C.","Exp Gerontol. 2018 Oct 2;112:127-134. doi: 10.1016/j.exger.2018.09.011. Epub 2018 Sep 19.","Exp Gerontol",2018,"10.1016/j.exger.2018.09.011","position_2","Harnie J","other"
"1754",29202270,"Effects of neuromuscular electrical stimulation on contralateral quadriceps function","Cattagni T, Lepers R, Maffiuletti NA.","J Electromyogr Kinesiol. 2018 Feb;38:111-118. doi: 10.1016/j.jelekin.2017.11.013. Epub 2017 Nov 28.","J Electromyogr Kinesiol",2018,"10.1016/j.jelekin.2017.11.013","position_2","Lepers R","other"
"1755",27632884,"No Alteration of the Neuromuscular Performance of Plantar-Flexor Muscles After Achilles Tendon Vibration","Cattagni T, Billet C, Cornu C, Jubeau M.","J Sport Rehabil. 2017 Mar 1;26(2):1-3. doi: 10.1123/jsr.2016-0013. Epub 2016 Aug 24.","J Sport Rehabil",2017,"10.1123/jsr.2016-0013","position_2","Billet C","other"
"1756",15007580,"Variation of magnitude and timing of wrist flexor stretch reflex across the full range of voluntary activation","Cathers I, O'Dwyer N, Neilson P.","Exp Brain Res. 2004 Aug;157(3):324-35. doi: 10.1007/s00221-004-1848-7. Epub 2004 Mar 9.","Exp Brain Res",2004,"10.1007/s00221-004-1848-7","position_2","O'Dwyer N","other"
"1757",31694318,"Quadriceps Neuromuscular Impairments after Arthroscopic Knee Surgery: Comparison between Procedures","Casartelli NC, Item-Glatthorn JF, Friesenbichler B, Bizzini M, Salzmann GM, Maffiuletti NA.","J Clin Med. 2019 Nov 5;8(11):1881. doi: 10.3390/jcm8111881.","J Clin Med",2019,"10.3390/jcm8111881","position_2","Item-Glatthorn JF","other"
"1758",19670482,"Technical or physiological limitations to the interpolated twitch technique?","Carroll TJ, Cresswell AG.","J Appl Physiol (1985). 2009 Jul;107(1):364; discussion 367-8. doi: 10.1152/japplphysiol.00362.2009.","J Appl Physiol (1985)",2009,"10.1152/japplphysiol.00362.2009","position_2","Cresswell AG","other"
"1759",17309529,"Comparative effects of resistance training on peak isometric torque, muscle hypertrophy, voluntary activation and surface EMG between young and elderly women","Cannon J, Kay D, Tarpenning KM, Marino FE.","Clin Physiol Funct Imaging. 2007 Mar;27(2):91-100. doi: 10.1111/j.1475-097X.2007.00719.x.","Clin Physiol Funct Imaging",2007,"10.1111/j.1475-097X.2007.00719.x","position_2","Kay D","other"
"1760",22047756,"Lack of effect of moderate-duration static stretching on plantar flexor force production and series compliance","Cannavan D, Coleman DR, Blazevich AJ.","Clin Biomech (Bristol, Avon). 2012 Mar;27(3):306-12. doi: 10.1016/j.clinbiomech.2011.10.003. Epub 2011 Nov 1.","Clin Biomech (Bristol, Avon)",2012,"10.1016/j.clinbiomech.2011.10.003","position_2","Coleman DR","other"
"1761",23666342,"Skeletal muscle adaptations to physical inactivity and subsequent retraining in young men","Campbell EL, Seynnes OR, Bottinelli R, McPhee JS, Atherton PJ, Jones DA, Butler-Browne G, Narici MV.","Biogerontology. 2013 Jun;14(3):247-59. doi: 10.1007/s10522-013-9427-6. Epub 2013 May 12.","Biogerontology",2013,"10.1007/s10522-013-9427-6","position_2","Seynnes OR","other"
"1762",26556391,"The Effect of Knee Braces on Quadriceps Strength and Inhibition in Subjects With Patellofemoral Osteoarthritis","Callaghan MJ, Parkes MJ, Felson DT.","J Orthop Sports Phys Ther. 2016 Jan;46(1):19-25. doi: 10.2519/jospt.2016.5093. Epub 2015 Nov 10.","J Orthop Sports Phys Ther",2016,"10.2519/jospt.2016.5093","position_2","Parkes MJ","other"
"1763",33121830,"Electrophysiological study of neuromuscular junction in congenital myasthenic syndromes, congenital myopathies, and chronic progressive external ophthalmoplegia","Caldas VM, Heise CO, Kouyoumdjian JA, Zambon AA, Silva AMS, Estephan EP, Zanoteli E.","Neuromuscul Disord. 2020 Nov;30(11):897-903. doi: 10.1016/j.nmd.2020.10.002. Epub 2020 Oct 14.","Neuromuscul Disord",2020,"10.1016/j.nmd.2020.10.002","position_2","Heise CO","other"
"1764",21378082,"Whole-body hypothermia has central and peripheral influences on elbow flexor performance","Cahill F, Kalmar JM, Pretorius T, Gardiner PF, Giesbrecht GG.","Exp Physiol. 2011 May;96(5):528-38. doi: 10.1113/expphysiol.2010.054973. Epub 2011 Mar 4.","Exp Physiol",2011,"10.1113/expphysiol.2010.054973","position_2","Kalmar JM","other"
"1765",24149960,"The effect of stimulus anticipation on the interpolated twitch technique","Button DC, Behm DG.","J Sports Sci Med. 2008 Dec 1;7(4):520-4. eCollection 2008.","J Sports Sci Med",2008,NA,"position_2","Behm DG","other"
"1766",17536777,"Changes in trunk muscle activation and lumbar-pelvic position associated with abdominal hollowing and reach during a simulated manual material handling task","Butler HL, Hubley-Kozey CL, Kozey JW.","Ergonomics. 2007 Mar;50(3):410-25. doi: 10.1080/00140130601128081.","Ergonomics",2007,"10.1080/00140130601128081","position_2","Hubley-Kozey CL","other"
"1767",22556396,"Distinct profiles of neuromuscular fatigue during muscle contractions below and above the critical torque in humans","Burnley M, Vanhatalo A, Jones AM.","J Appl Physiol (1985). 2012 Jul;113(2):215-23. doi: 10.1152/japplphysiol.00022.2012. Epub 2012 May 3.","J Appl Physiol (1985)",2012,"10.1152/japplphysiol.00022.2012","position_2","Vanhatalo A","other"
"1768",24971678,"The influence of ice slushy on voluntary contraction force following exercise-induced hyperthermia","Burdon CA, Easthope CS, Johnson NA, Chapman PG, O'Connor H.","Appl Physiol Nutr Metab. 2014 Jul;39(7):781-6. doi: 10.1139/apnm-2013-0394. Epub 2014 Jan 7.","Appl Physiol Nutr Metab",2014,"10.1139/apnm-2013-0394","position_2","Easthope CS","other"
"1769",34787048,"Lower knee flexion and hip extension rate of torque development in athletes with previous hamstring strain injury","Buhmann R, Trajano GS, Kerr GK, Shield AJ.","J Sports Sci. 2021 Nov 17:1-8. doi: 10.1080/02640414.2021.2003981. Online ahead of print.","J Sports Sci",2021,"10.1080/02640414.2021.2003981","position_2","Trajano GS","other"
"1770",32102061,"Voluntary Activation and Reflex Responses after Hamstring Strain Injury","Buhmann R, Trajano GS, Kerr G, Shield A.","Med Sci Sports Exerc. 2020 Sep;52(9):1862-1869. doi: 10.1249/MSS.0000000000002327.","Med Sci Sports Exerc",2020,"10.1249/MSS.0000000000002327","position_2","Trajano GS","other"
"1771",31649552,"Effects of High-Intensity Interval Training and Isoinertial Training on Leg Extensors Muscle Function, Structure, and Intermuscular Adipose Tissue in Older Adults","Bruseghini P, Capelli C, Calabria E, Rossi AP, Tam E.","Front Physiol. 2019 Oct 9;10:1260. doi: 10.3389/fphys.2019.01260. eCollection 2019.","Front Physiol",2019,"10.3389/fphys.2019.01260","position_2","Capelli C","other"
"1772",32937087,"Females and males do not differ for fatigability, muscle damage and magnitude of the repeated bout effect following maximal eccentric contractions","Bruce CD, Ruggiero L, Dix GU, Cotton PD, McNeil CJ.","Appl Physiol Nutr Metab. 2021 Mar;46(3):238-246. doi: 10.1139/apnm-2020-0516. Epub 2020 Sep 16.","Appl Physiol Nutr Metab",2021,"10.1139/apnm-2020-0516","position_2","Ruggiero L","other"
"1773",26104881,"Influence of blood flow occlusion on the development of peripheral and central fatigue during small muscle mass handgrip exercise","Broxterman RM, Craig JC, Smith JR, Wilcox SL, Jia C, Warren S, Barstow TJ.","J Physiol. 2015 Sep 1;593(17):4043-54. doi: 10.1113/JP270424. Epub 2015 Aug 2.","J Physiol",2015,"10.1113/JP270424","position_2","Craig JC","other"
"1774",19969181,"Is the ability to maximally activate the dorsiflexors in men and women affected by indwelling electromyography needles?","Brown RE, Bruce SH, Jakobi JM.","Arch Phys Med Rehabil. 2009 Dec;90(12):2135-40. doi: 10.1016/j.apmr.2009.08.140.","Arch Phys Med Rehabil",2009,"10.1016/j.apmr.2009.08.140","position_2","Bruce SH","other"
"1775",28642711,"Weekly Time Course of Neuro-Muscular Adaptation to Intensive Strength Training","Brown N, Bubeck D, Haeufle DFB, Weickenmeier J, Kuhl E, Alt W, Schmitt S.","Front Physiol. 2017 Jun 8;8:329. doi: 10.3389/fphys.2017.00329. eCollection 2017.","Front Physiol",2017,"10.3389/fphys.2017.00329","position_2","Bubeck D","other"
"1776",27834612,"The Effectiveness of Neuromuscular Electrical Stimulation in Improving Voluntary Activation of the Quadriceps: A Critically Appraised Topic","Bremner CB, Holcomb WR, Brown CD, Perreault ME.","J Sport Rehabil. 2017 Jul;26(4):316-323. doi: 10.1123/jsr.2015-0100. Epub 2016 Nov 11.","J Sport Rehabil",2017,"10.1123/jsr.2015-0100","position_2","Holcomb WR","other"
"1777",30484343,"Motor performance is preserved in healthy aged adults following severe whole-body hyperthermia","Brazaitis M, Paulauskas H, Eimantas N, Daniuseviciute L, Volungevicius G, Skurvydas A.","Int J Hyperthermia. 2019;36(1):65-74. doi: 10.1080/02656736.2018.1533650. Epub 2018 Nov 1.","Int J Hyperthermia",2019,"10.1080/02656736.2018.1533650","position_2","Paulauskas H","other"
"1778",20221772,"Heat acclimation does not reduce the impact of hyperthermia on central fatigue","Brazaitis M, Skurvydas A.","Eur J Appl Physiol. 2010 Jul;109(4):771-8. doi: 10.1007/s00421-010-1429-3. Epub 2010 Mar 11.","Eur J Appl Physiol",2010,"10.1007/s00421-010-1429-3","position_2","Skurvydas A","other"
"1779",24594207,"Tibialis Anterior muscle coherence during controlled voluntary activation in patients with spinal cord injury: diagnostic potential for muscle strength, gait and spasticity","Bravo-Esteban E, Taylor J, Aleixandre M, Simon-Martínez C, Torricelli D, Pons JL, Gómez-Soriano J.","J Neuroeng Rehabil. 2014 Mar 4;11:23. doi: 10.1186/1743-0003-11-23.","J Neuroeng Rehabil",2014,"10.1186/1743-0003-11-23","position_2","Taylor J","other"
"1780",30908371,"Downhill Running Impairs Activation and Strength of the Elbow Flexors","Brandenberger KJ, Warren GL, Ingalls CP, Otis JS, Doyle JA.","J Strength Cond Res. 2021 Aug 1;35(8):2145-2150. doi: 10.1519/JSC.0000000000003111.","J Strength Cond Res",2021,"10.1519/JSC.0000000000003111","position_2","Warren GL","other"
"1781",23201025,"Involuntary and voluntary muscle activation in children with unilateral cerebral palsy--relationship to upper limb activity","Brændvik SM, Elvrum AK, Vereijken B, Roeleveld K.","Eur J Paediatr Neurol. 2013 May;17(3):274-9. doi: 10.1016/j.ejpn.2012.11.002. Epub 2012 Nov 29.","Eur J Paediatr Neurol",2013,"10.1016/j.ejpn.2012.11.002","position_2","Elvrum AK","other"
