PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33162329","Branched-chain amino acid supplementation improves cycling performance in untrained cyclists","Manaf FA, Peiffer JJ, Maker GL, Fairchild TJ.","J Sci Med Sport. 2021 Apr;24(4):412-417. doi: 10.1016/j.jsams.2020.10.014. Epub 2020 Oct 28.","Manaf FA","J Sci Med Sport","2021","2020/11/09","","","10.1016/j.jsams.2020.10.014"
"33125854","Power loss is attenuated following a second bout of high-intensity eccentric contractions due to the repeated bout effect's protection of rate of torque and velocity development","Hinks A, Hess A, Debenham MIB, Chen J, Mazara N, Inkol KA, Cervone DT, Spriet LL, Dalton BH, Power GA.","Appl Physiol Nutr Metab. 2021 May;46(5):461-472. doi: 10.1139/apnm-2020-0641. Epub 2020 Oct 30.","Hinks A","Appl Physiol Nutr Metab","2021","2020/10/30","","","10.1139/apnm-2020-0641"
"32937087","Females and males do not differ for fatigability, muscle damage and magnitude of the repeated bout effect following maximal eccentric contractions","Bruce CD, Ruggiero L, Dix GU, Cotton PD, McNeil CJ.","Appl Physiol Nutr Metab. 2021 Mar;46(3):238-246. doi: 10.1139/apnm-2020-0516. Epub 2020 Sep 16.","Bruce CD","Appl Physiol Nutr Metab","2021","2020/09/16","","","10.1139/apnm-2020-0516"
"26713864","Physical Fatigue, Fitness, and Muscle Function in Patients With Antineutrophil Cytoplasmic Antibody-Associated Vasculitis","McClean A, Morgan MD, Basu N, Bosch JA, Nightingale P, Jones D, Harper L.","Arthritis Care Res (Hoboken). 2016 Sep;68(9):1332-9. doi: 10.1002/acr.22827. Epub 2016 Jul 27.","McClean A","Arthritis Care Res (Hoboken)","2016","2015/12/30","","","10.1002/acr.22827"
"34032904","Comparisons of muscle strength, size, and voluntary activation in pre- and post-pubescent males and females","Gillen ZM, Housh TJ, Schmidt RJ, Herda TJ, De Ayala RJ, Shoemaker ME, Cramer JT.","Eur J Appl Physiol. 2021 Sep;121(9):2487-2497. doi: 10.1007/s00421-021-04717-1. Epub 2021 May 25.","Gillen ZM","Eur J Appl Physiol","2021","2021/05/25","","","10.1007/s00421-021-04717-1"
"30468691","The magnitude of neuromuscular fatigue is not intensity dependent when cycling above critical power but relates to aerobic and anaerobic capacities","Schäfer LU, Hayes M, Dekerle J.","Exp Physiol. 2019 Feb;104(2):209-219. doi: 10.1113/EP087273. Epub 2018 Dec 19.","Schäfer LU","Exp Physiol","2019","2018/11/24","","","10.1113/EP087273"
"21378082","Whole-body hypothermia has central and peripheral influences on elbow flexor performance","Cahill F, Kalmar JM, Pretorius T, Gardiner PF, Giesbrecht GG.","Exp Physiol. 2011 May;96(5):528-38. doi: 10.1113/expphysiol.2010.054973. Epub 2011 Mar 4.","Cahill F","Exp Physiol","2011","2011/03/08","","","10.1113/expphysiol.2010.054973"
"33247378","Neuromuscular Function of the Knee Joint Following Knee Injuries: Does It Ever Get Back to Normal? A Systematic Review with Meta-Analyses","Tayfur B, Charuphongsa C, Morrissey D, Miller SC.","Sports Med. 2021 Feb;51(2):321-338. doi: 10.1007/s40279-020-01386-6.","Tayfur B","Sports Med","2021","2020/11/28","PMC7846527","","10.1007/s40279-020-01386-6"
"30551919","Muscle material properties in passive and active stroke-impaired muscle","Lee SSM, Jakubowski KL, Spear SC, Rymer WZ.","J Biomech. 2019 Jan 23;83:197-204. doi: 10.1016/j.jbiomech.2018.11.043. Epub 2018 Dec 5.","Lee SSM","J Biomech","2019","2018/12/16","","","10.1016/j.jbiomech.2018.11.043"
"28684590","Heat acclimation has a protective effect on the central but not peripheral nervous system","Racinais S, Wilson MG, Gaoua N, Périard JD.","J Appl Physiol (1985). 2017 Oct 1;123(4):816-824. doi: 10.1152/japplphysiol.00430.2017. Epub 2017 Jul 6.","Racinais S","J Appl Physiol (1985)","2017","2017/07/08","","","10.1152/japplphysiol.00430.2017"
"28247027","The assessment of neuromuscular fatigue during 120 min of simulated soccer exercise","Goodall S, Thomas K, Harper LD, Hunter R, Parker P, Stevenson E, West D, Russell M, Howatson G.","Eur J Appl Physiol. 2017 Apr;117(4):687-697. doi: 10.1007/s00421-017-3561-9. Epub 2017 Feb 28.","Goodall S","Eur J Appl Physiol","2017","2017/03/02","","","10.1007/s00421-017-3561-9"
"27434085","Persistent Muscle Inhibition after Anterior Cruciate Ligament Reconstruction: Role of Reflex Excitability","Harkey MS, Luc-Harkey BA, Lepley AS, Grindstaff TL, Gribble P, Blackburn JT, Spang JT, Pietrosimone B.","Med Sci Sports Exerc. 2016 Dec;48(12):2370-2377. doi: 10.1249/MSS.0000000000001046.","Harkey MS","Med Sci Sports Exerc","2016","2016/07/20","","","10.1249/MSS.0000000000001046"
"24674861","Wide-pulse-high-frequency neuromuscular stimulation of triceps surae induces greater muscle fatigue compared with conventional stimulation","Neyroud D, Dodd D, Gondin J, Maffiuletti NA, Kayser B, Place N.","J Appl Physiol (1985). 2014 May 15;116(10):1281-9. doi: 10.1152/japplphysiol.01015.2013. Epub 2014 Mar 27.","Neyroud D","J Appl Physiol (1985)","2014","2014/03/29","","","10.1152/japplphysiol.01015.2013"
"15034474","Lambert-Eaton myasthenic syndrome","Newsom-Davis J.","Rev Neurol (Paris). 2004 Feb;160(2):177-80. doi: 10.1016/s0035-3787(04)70888-7.","Newsom-Davis J","Rev Neurol (Paris)","2004","2004/03/23","","","10.1016/s0035-3787(04)70888-7"
"23761424","Neural and muscular determinants of dorsiflexor weakness in chronic stroke survivors","Klein CS, Power GA, Brooks D, Rice CL.","Motor Control. 2013 Jul;17(3):283-97. doi: 10.1123/mcj.17.3.283. Epub 2013 Jun 10.","Klein CS","Motor Control","2013","2013/06/14","","","10.1123/mcj.17.3.283"
"15490220","Neural activation of the triceps surae is impaired following 2 weeks of immobilization","Gondin J, Guette M, Maffiuletti NA, Martin A.","Eur J Appl Physiol. 2004 Dec;93(3):359-65. doi: 10.1007/s00421-004-1225-z.","Gondin J","Eur J Appl Physiol","2004","2004/10/19","","","10.1007/s00421-004-1225-z"
"34892653","A Hand Exoskeleton for Stroke Survivors' Activities of Daily Life()","Ghassemi M, Kamper DG.","Annu Int Conf IEEE Eng Med Biol Soc. 2021 Nov;2021:6734-6737. doi: 10.1109/EMBC46164.2021.9629805.","Ghassemi M","Annu Int Conf IEEE Eng Med Biol Soc","2021","2021/12/11","","","10.1109/EMBC46164.2021.9629805"
"25337349","Corticospinal Facilitation of Erector Spinae and Rectus Abdominis Muscles During Graded Voluntary Contractions is Task Specific: A Pilot Study on Healthy Individuals","Jaberzadeh S, Zoghi M, Morgan P, Storr M.","Basic Clin Neurosci. 2013 Summer;4(3):209-16.","Jaberzadeh S","Basic Clin Neurosci","2013","2014/10/23","PMC4202563","",""
"22416901","Neuromuscular failure is unlikely to explain the early exercise cessation in hot ambient conditions","Racinais S, Girard O.","Psychophysiology. 2012 Jun;49(6):853-65. doi: 10.1111/j.1469-8986.2012.01360.x. Epub 2012 Mar 14.","Racinais S","Psychophysiology","2012","2012/03/16","","","10.1111/j.1469-8986.2012.01360.x"
"18955381","Neural control of shortening and lengthening contractions: influence of task constraints","Duchateau J, Enoka RM.","J Physiol. 2008 Dec 15;586(24):5853-64. doi: 10.1113/jphysiol.2008.160747. Epub 2008 Oct 27.","Duchateau J","J Physiol","2008","2008/10/29","PMC2655422","","10.1113/jphysiol.2008.160747"
"12391080","Expression of the bilateral deficit during reflexively evoked contractions","Khodiguian N, Cornwell A, Lares E, DiCaprio PA, Hawkins SA.","J Appl Physiol (1985). 2003 Jan;94(1):171-8. doi: 10.1152/japplphysiol.00703.2002. Epub 2002 Sep 20.","Khodiguian N","J Appl Physiol (1985)","2003","2002/10/23","","","10.1152/japplphysiol.00703.2002"
"15605345","Effect of an electric stimulation facilitation program on quadriceps motor unit recruitment after stroke","Newsam CJ, Baker LL.","Arch Phys Med Rehabil. 2004 Dec;85(12):2040-5. doi: 10.1016/j.apmr.2004.02.029.","Newsam CJ","Arch Phys Med Rehabil","2004","2004/12/18","","","10.1016/j.apmr.2004.02.029"
"14607852","Limiting mechanisms of force production after repetitive dynamic contractions in human triceps surae","Klass M, Guissard N, Duchateau J.","J Appl Physiol (1985). 2004 Apr;96(4):1516-21; discussion. doi: 10.1152/japplphysiol.01049.2003. Epub 2003 Nov 7.","Klass M","J Appl Physiol (1985)","2004","2003/11/11","","","10.1152/japplphysiol.01049.2003"
"11991772","The effect of 5, 10, and 20 repetition maximums on the recovery of voluntary and evoked contractile properties","Behm DG, Reardon G, Fitzgerald J, Drinkwater E.","J Strength Cond Res. 2002 May;16(2):209-18.","Behm DG","J Strength Cond Res","2002","2002/05/07","","",""
"23991115","Fatiguing exercise intensity influences the relationship between parameters reflecting neuromuscular function and postural control variables","Boyas S, Remaud A, Rivers E, Bilodeau M.","PLoS One. 2013 Aug 26;8(8):e72482. doi: 10.1371/journal.pone.0072482. eCollection 2013.","Boyas S","PLoS One","2013","2013/08/31","PMC3753254","","10.1371/journal.pone.0072482"
"24149550","Effects of between-set interventions on neuromuscular function during isokinetic maximal concentric contractions of the knee extensors","Cometti C, Deley G, Babault N.","J Sports Sci Med. 2011 Dec 1;10(4):624-9. eCollection 2011.","Cometti C","J Sports Sci Med","2011","2013/10/24","PMC3761517","",""
"16672848","Neural activation after maximal isometric contractions at different muscle lengths","Desbrosses K, Babault N, Scaglioni G, Meyer JP, Pousson M.","Med Sci Sports Exerc. 2006 May;38(5):937-44. doi: 10.1249/01.mss.0000218136.58899.46.","Desbrosses K","Med Sci Sports Exerc","2006","2006/05/05","","","10.1249/01.mss.0000218136.58899.46"
"11494268","Incomplete recovery of voluntary isometric force after fatigue is not affected by old age","Allman BL, Rice CL.","Muscle Nerve. 2001 Sep;24(9):1156-67. doi: 10.1002/mus.1127.","Allman BL","Muscle Nerve","2001","2001/08/09","","","10.1002/mus.1127"
"27094733","Corrigendum to ""Transcranial magnetic stimulation intensity affects exercise-induced changes in corticomotoneuronal excitability and inhibition and voluntary activation"" [Neuroscience 314 (2016) 125-133]","Bachasson D, Temesi J, Gruet M, Yokoyama K, Rupp T, Millet GY, Verges S.","Neuroscience. 2016 Jun 2;324:509. doi: 10.1016/j.neuroscience.2016.02.018. Epub 2016 Feb 16.","Bachasson D","Neuroscience","2016","2016/04/21","","","10.1016/j.neuroscience.2016.02.018"
"31895287","Neuromuscular Fatigue Induced by a Mixed Martial Art Training Protocol","Giboin LS, Gruber M.","J Strength Cond Res. 2019 Dec 27. doi: 10.1519/JSC.0000000000003468. Online ahead of print.","Giboin LS","J Strength Cond Res","2019","2020/01/03","","","10.1519/JSC.0000000000003468"
"17946941","Hybrid assistive systems for rehabilitation: lessons learned from functional electrical therapy in hemiplegics","Popović DB, Popović MB.","Conf Proc IEEE Eng Med Biol Soc. 2006;2006:2146-9. doi: 10.1109/IEMBS.2006.259550.","Popović DB","Conf Proc IEEE Eng Med Biol Soc","2006","2007/10/20","","","10.1109/IEMBS.2006.259550"
"17487867","Children are more susceptible to central fatigue than adults","Streckis V, Skurvydas A, Ratkevicius A.","Muscle Nerve. 2007 Sep;36(3):357-63. doi: 10.1002/mus.20816.","Streckis V","Muscle Nerve","2007","2007/05/10","","","10.1002/mus.20816"
"34492255","Fatigability of the knee extensor muscles during high-load fast and low-load slow resistance exercise in young and older adults","Delgadillo JD, Sundberg CW, Kwon M, Hunter SK.","Exp Gerontol. 2021 Oct 15;154:111546. doi: 10.1016/j.exger.2021.111546. Epub 2021 Sep 5.","Delgadillo JD","Exp Gerontol","2021","2021/09/07","PMC8572584","NIHMS1740696","10.1016/j.exger.2021.111546"
"29704398","The effect of ischaemic preconditioning on central and peripheral fatiguing mechanisms in humans following sustained maximal isometric exercise","Halley SL, Marshall P, Siegler JC.","Exp Physiol. 2018 Jul;103(7):976-984. doi: 10.1113/EP086981. Epub 2018 May 24.","Halley SL","Exp Physiol","2018","2018/04/29","","","10.1113/EP086981"
"31512330","Creatine supplementation improves performance above critical power but does not influence the magnitude of neuromuscular fatigue at task failure","Schäfer LU, Hayes M, Dekerle J.","Exp Physiol. 2019 Dec;104(12):1881-1891. doi: 10.1113/EP087886. Epub 2019 Oct 3.","Schäfer LU","Exp Physiol","2019","2019/09/13","","","10.1113/EP087886"
"11886964","Exercise can reverse quadriceps sensorimotor dysfunction that is associated with rheumatoid arthritis without exacerbating disease activity","Bearne LM, Scott DL, Hurley MV.","Rheumatology (Oxford). 2002 Feb;41(2):157-66. doi: 10.1093/rheumatology/41.2.157.","Bearne LM","Rheumatology (Oxford)","2002","2002/03/12","","","10.1093/rheumatology/41.2.157"
"27032806","Effect of muscle length on voluntary activation of the plantar flexors in boys and men","Kluka V, Martin V, Vicencio SG, Giustiniani M, Morel C, Morio C, Coudeyre E, Ratel S.","Eur J Appl Physiol. 2016 May;116(5):1043-51. doi: 10.1007/s00421-016-3362-6. Epub 2016 Mar 31.","Kluka V","Eur J Appl Physiol","2016","2016/04/02","","","10.1007/s00421-016-3362-6"
"12972870","Quadriceps femoris torque and EMG activity in seated versus supine position","Maffiuletti NA, Lepers R.","Med Sci Sports Exerc. 2003 Sep;35(9):1511-6. doi: 10.1249/01.MSS.0000084426.03247.93.","Maffiuletti NA","Med Sci Sports Exerc","2003","2003/09/16","","","10.1249/01.MSS.0000084426.03247.93"
"11509534","Normalized force, activation, and coactivation in the arm muscles of young and old men","Klein CS, Rice CL, Marsh GD.","J Appl Physiol (1985). 2001 Sep;91(3):1341-9. doi: 10.1152/jappl.2001.91.3.1341.","Klein CS","J Appl Physiol (1985)","2001","2001/08/18","","","10.1152/jappl.2001.91.3.1341"
"20030784","Spinal modulations accompany peripheral fatigue during prolonged tennis playing","Girard O, Racinais S, Micallef JP, Millet GP.","Scand J Med Sci Sports. 2011 Jun;21(3):455-64. doi: 10.1111/j.1600-0838.2009.01032.x. Epub 2009 Dec 21.","Girard O","Scand J Med Sci Sports","2011","2009/12/25","","","10.1111/j.1600-0838.2009.01032.x"
"19465444","Fatigued patients with multiple sclerosis have impaired central muscle activation","Andreasen AK, Jakobsen J, Petersen T, Andersen H.","Mult Scler. 2009 Jul;15(7):818-27. doi: 10.1177/1352458509105383. Epub 2009 May 22.","Andreasen AK","Mult Scler","2009","2009/05/26","","","10.1177/1352458509105383"
"17990291","Physiology of the motor cortex in polio survivors","Lupu VD, Danielian L, Johnsen JA, Vasconcelos OM, Prokhorenko OA, Jabbari B, Campbell WW, Floeter MK.","Muscle Nerve. 2008 Feb;37(2):177-82. doi: 10.1002/mus.20913.","Lupu VD","Muscle Nerve","2008","2007/11/09","","","10.1002/mus.20913"
"16973699","The influence of inspiratory muscle work history and specific inspiratory muscle training upon human limb muscle fatigue","McConnell AK, Lomax M.","J Physiol. 2006 Nov 15;577(Pt 1):445-57. doi: 10.1113/jphysiol.2006.117614. Epub 2006 Sep 14.","McConnell AK","J Physiol","2006","2006/09/16","PMC2000686","","10.1113/jphysiol.2006.117614"
"12133850","Voluntary muscle activation varies with age and muscle group","Jakobi JM, Rice CL.","J Appl Physiol (1985). 2002 Aug;93(2):457-62. doi: 10.1152/japplphysiol.00012.2002.","Jakobi JM","J Appl Physiol (1985)","2002","2002/07/23","","","10.1152/japplphysiol.00012.2002"
"23090318","The effects of a doublet stimulus and force level on the electromechanical delay","Herda TJ, Herda AA, Costa PB, Cramer JT.","J Strength Cond Res. 2013 Aug;27(8):2314-8. doi: 10.1519/JSC.0b013e318277d64c.","Herda TJ","J Strength Cond Res","2013","2012/10/24","","","10.1519/JSC.0b013e318277d64c"
"19317516","Muscle fatigue in males and females during multiple-sprint exercise","Billaut F, Bishop D.","Sports Med. 2009;39(4):257-78. doi: 10.2165/00007256-200939040-00001.","Billaut F","Sports Med","2009","2009/03/26","","","10.2165/00007256-200939040-00001"
"29350554","Quadriceps Neuromuscular Function and Jump-Landing Sagittal-Plane Knee Biomechanics After Anterior Cruciate Ligament Reconstruction","Ward SH, Blackburn JT, Padua DA, Stanley LE, Harkey MS, Luc-Harkey BA, Pietrosimone B.","J Athl Train. 2018 Feb;53(2):135-143. doi: 10.4085/1062-6050-306-16. Epub 2018 Jan 19.","Ward SH","J Athl Train","2018","2018/01/20","PMC5842904","","10.4085/1062-6050-306-16"
"24027104","Neurophysiological correlates of aging-related muscle weakness","Plow EB, Cunningham DA, Bonnett C, Gohar D, Bayram M, Wyant A, Varnerin N, Mamone B, Siemionow V, Hou J, Machado A, Yue GH.","J Neurophysiol. 2013 Dec;110(11):2563-73. doi: 10.1152/jn.00205.2013. Epub 2013 Sep 11.","Plow EB","J Neurophysiol","2013","2013/09/13","PMC3882769","","10.1152/jn.00205.2013"
"20064053","Quadriceps activation following knee injuries: a systematic review","Hart JM, Pietrosimone B, Hertel J, Ingersoll CD.","J Athl Train. 2010 Jan-Feb;45(1):87-97. doi: 10.4085/1062-6050-45.1.87.","Hart JM","J Athl Train","2010","2010/01/13","PMC2808760","","10.4085/1062-6050-45.1.87"
"18059576","Effects of 22 degrees C muscle temperature on voluntary and evoked muscle properties during and after high-intensity exercise","Drinkwater EJ, Behm DG.","Appl Physiol Nutr Metab. 2007 Dec;32(6):1043-51. doi: 10.1139/H07-069.","Drinkwater EJ","Appl Physiol Nutr Metab","2007","2007/12/07","","","10.1139/H07-069"
"16944193","Late neural adaptations to electrostimulation resistance training of the plantar flexor muscles","Jubeau M, Zory R, Gondin J, Martin A, Maffiuletti NA.","Eur J Appl Physiol. 2006 Sep;98(2):202-11. doi: 10.1007/s00421-006-0264-z. Epub 2006 Aug 30.","Jubeau M","Eur J Appl Physiol","2006","2006/09/01","","","10.1007/s00421-006-0264-z"
"12673141","CNS fatigue and prolonged exercise: effect of glucose supplementation","Nybo L.","Med Sci Sports Exerc. 2003 Apr;35(4):589-94. doi: 10.1249/01.MSS.0000058433.85789.66.","Nybo L","Med Sci Sports Exerc","2003","2003/04/04","","","10.1249/01.MSS.0000058433.85789.66"
"29188681","Targeted muscle reinnervation for improved control of myoelectric upper limb prostheses","Vadalà G, Di Pino G, Ambrosio L, Diaz Balzani L, Denaro V.","J Biol Regul Homeost Agents. 2017 Oct-Dec;31(4 suppl 1):183-189.","Vadalà G","J Biol Regul Homeost Agents","2017","2017/12/01","","",""
"18364531","Quadriceps femoris muscle voluntary force and relaxation capacity in children with spastic diplegic cerebral palsy","Tammik K, Matlep M, Ereline J, Gapeyeva H, Pääsuke M.","Pediatr Exerc Sci. 2008 Feb;20(1):18-28. doi: 10.1123/pes.20.1.18.","Tammik K","Pediatr Exerc Sci","2008","2008/03/28","","","10.1123/pes.20.1.18"
"22361520","Concurrent chronic motor axonal polyneuropathy and synaptic impairment of neuromuscular junction","Galassi G, Canali E, Ariatti A, Valzania F.","J Clin Neuromuscul Dis. 2011 Jun;12(4):223-6. doi: 10.1097/CND.0b013e3181df2b18.","Galassi G","J Clin Neuromuscul Dis","2011","2012/02/25","","","10.1097/CND.0b013e3181df2b18"
"18818936","Fifth metatarsal avulsion fracture: a rational basis for postoperative treatment","Heineck J, Wolz M, Haupt C, Rammelt S, Schneiders W.","Arch Orthop Trauma Surg. 2009 Aug;129(8):1089-92. doi: 10.1007/s00402-008-0756-x. Epub 2008 Sep 26.","Heineck J","Arch Orthop Trauma Surg","2009","2008/09/27","","","10.1007/s00402-008-0756-x"
"15103463","Effects of voluntary activation level on force exerted by human adductor pollicis muscle during rapid stretches","Onambele GN, Bruce SA, Woledge RC.","Pflugers Arch. 2004 Jul;448(4):457-61. doi: 10.1007/s00424-004-1265-6. Epub 2004 Apr 22.","Onambele GN","Pflugers Arch","2004","2004/04/23","","","10.1007/s00424-004-1265-6"
"11232550","A new method for experimental simulation of EMG using multi-channel independent stimulation of small groups of motor units","Hulliger M, Day SJ, Guimares A, Herzog W, Zhang YT.","Motor Control. 2001 Jan;5(1):61-87. doi: 10.1123/mcj.5.1.61.","Hulliger M","Motor Control","2001","2001/03/10","","","10.1123/mcj.5.1.61"
"25636854","Modelling suppressed muscle activation by means of an exponential sigmoid function: validation and bounds","Voukelatos D, Pain MT.","J Biomech. 2015 Feb 26;48(4):712-715. doi: 10.1016/j.jbiomech.2015.01.009. Epub 2015 Jan 21.","Voukelatos D","J Biomech","2015","2015/02/01","","","10.1016/j.jbiomech.2015.01.009"
"18202569","Effects of consecutive days of exercise and recovery on muscle mechanical function","Stewart RD, Duhamel TA, Rich S, Tupling AR, Green HJ.","Med Sci Sports Exerc. 2008 Feb;40(2):316-25. doi: 10.1249/mss.0b013e31815adf02.","Stewart RD","Med Sci Sports Exerc","2008","2008/01/19","","","10.1249/mss.0b013e31815adf02"
"26446126","Brain Damage and Motor Cortex Impairment in Chronic Obstructive Pulmonary Disease: Implication of Nonrapid Eye Movement Sleep Desaturation","Alexandre F, Heraud N, Sanchez AM, Tremey E, Oliver N, Guerin P, Varray A.","Sleep. 2016 Feb 1;39(2):327-35. doi: 10.5665/sleep.5438.","Alexandre F","Sleep","2016","2015/10/09","PMC4712404","","10.5665/sleep.5438"
"34954012","Neural and muscular alterations of the plantar flexors in middle-aged women","Phillips KC, Noh B, Gage M, Yoon T.","Exp Gerontol. 2021 Dec 22;159:111674. doi: 10.1016/j.exger.2021.111674. Online ahead of print.","Phillips KC","Exp Gerontol","2021","2021/12/26","","","10.1016/j.exger.2021.111674"
"34170574","Effect of race distance on performance fatigability in male trail and ultra-trail runners","Temesi J, Besson T, Parent A, Singh B, Martin V, Brownstein CG, Espeit L, Royer N, Rimaud D, Lapole T, Féasson L, Millet GY.","Scand J Med Sci Sports. 2021 Sep;31(9):1809-1821. doi: 10.1111/sms.14004. Epub 2021 Jul 12.","Temesi J","Scand J Med Sci Sports","2021","2021/06/25","","","10.1111/sms.14004"
"33073449","Creatine supplementation attenuates the rate of fatigue development during intermittent isometric exercise performed above end-test torque","Abdalla LHP, Broxterman RM, Greco CC, Denadai BS.","Exp Physiol. 2020 Dec;105(12):2073-2085. doi: 10.1113/EP088910. Epub 2020 Oct 18.","Abdalla LHP","Exp Physiol","2020","2020/10/19","","","10.1113/EP088910"
"32706442","Effects of eccentric training at long-muscle length on architectural and functional characteristics of the hamstrings","Marušič J, Vatovec R, Marković G, Šarabon N.","Scand J Med Sci Sports. 2020 Nov;30(11):2130-2142. doi: 10.1111/sms.13770. Epub 2020 Jul 30.","Marušič J","Scand J Med Sci Sports","2020","2020/07/25","","","10.1111/sms.13770"
"31725359","Effect of fatigue-related group III/IV afferent firing on intracortical inhibition and facilitation in hand muscles","Latella C, van der Groen O, Ruas CV, Taylor JL.","J Appl Physiol (1985). 2020 Jan 1;128(1):149-158. doi: 10.1152/japplphysiol.00595.2019. Epub 2019 Nov 14.","Latella C","J Appl Physiol (1985)","2020","2019/11/15","","","10.1152/japplphysiol.00595.2019"
"16728525","Supraspinal fatigue does not explain the sex difference in muscle fatigue of maximal contractions","Hunter SK, Butler JE, Todd G, Gandevia SC, Taylor JL.","J Appl Physiol (1985). 2006 Oct;101(4):1036-44. doi: 10.1152/japplphysiol.00103.2006. Epub 2006 May 25.","Hunter SK","J Appl Physiol (1985)","2006","2006/05/27","","","10.1152/japplphysiol.00103.2006"
"33961198","Neurostructural and Neurophysiological Correlates of Multiple Sclerosis Physical Fatigue: Systematic Review and Meta-Analysis of Cross-Sectional Studies","Ellison PM, Goodall S, Kennedy N, Dawes H, Clark A, Pomeroy V, Duddy M, Baker MR, Saxton JM.","Neuropsychol Rev. 2021 May 7. doi: 10.1007/s11065-021-09508-1. Online ahead of print.","Ellison PM","Neuropsychol Rev","2021","2021/05/07","","","10.1007/s11065-021-09508-1"
"30746563","Methodological issues with the assessment of voluntary activation using transcranial magnetic stimulation in the knee extensors","Dekerle J, Ansdell P, Schäfer L, Greenhouse-Tucknott A, Wrightson J.","Eur J Appl Physiol. 2019 Apr;119(4):991-1005. doi: 10.1007/s00421-019-04089-7. Epub 2019 Feb 12.","Dekerle J","Eur J Appl Physiol","2019","2019/02/13","","","10.1007/s00421-019-04089-7"
"25297107","Cortical activation associated with muscle synergies of the human male pelvic floor","Asavasopon S, Rana M, Kirages DJ, Yani MS, Fisher BE, Hwang DH, Lohman EB, Berk LS, Kutch JJ.","J Neurosci. 2014 Oct 8;34(41):13811-8. doi: 10.1523/JNEUROSCI.2073-14.2014.","Asavasopon S","J Neurosci","2014","2014/10/10","PMC4188976","","10.1523/JNEUROSCI.2073-14.2014"
"20229578","Quantification method affects estimates of voluntary quadriceps activation","Krishnan C, Williams GN.","Muscle Nerve. 2010 Jun;41(6):868-74. doi: 10.1002/mus.21613.","Krishnan C","Muscle Nerve","2010","2010/03/16","PMC2878906","NIHMS161359","10.1002/mus.21613"
"19164833","Caffeines enhancement of maximal voluntary strength and activation in uninjured but not injured muscle","Park ND, Maresca RD, McKibans KI, Morgan DR, Allen TS, Warren GL.","Int J Sport Nutr Exerc Metab. 2008 Dec;18(6):639-52. doi: 10.1123/ijsnem.18.6.639.","Park ND","Int J Sport Nutr Exerc Metab","2008","2009/01/24","","","10.1123/ijsnem.18.6.639"
"23888283","Hot ambient conditions shift the Force / EMG relationship","Racinais S.","Springerplus. 2013 Jul 15;2(1):317. doi: 10.1186/2193-1801-2-317. Print 2013 Dec.","Racinais S","Springerplus","2013","2013/07/27","PMC3715679","","10.1186/2193-1801-2-317"
"21401664","Spinal involvement and muscle cramps in electrically elicited muscle contractions","Merletti R, Botter A, Lanfranco F, Minetto MA.","Artif Organs. 2011 Mar;35(3):221-5. doi: 10.1111/j.1525-1594.2011.01220.x.","Merletti R","Artif Organs","2011","2011/03/16","","","10.1111/j.1525-1594.2011.01220.x"
"16331138","The influence of caffeine on voluntary muscle activation","Kalmar JM.","Med Sci Sports Exerc. 2005 Dec;37(12):2113-9. doi: 10.1249/01.mss.0000178219.18086.9e.","Kalmar JM","Med Sci Sports Exerc","2005","2005/12/07","","","10.1249/01.mss.0000178219.18086.9e"
"16525811","Neural and muscular changes to detraining after electrostimulation training","Gondin J, Guette M, Ballay Y, Martin A.","Eur J Appl Physiol. 2006 May;97(2):165-73. doi: 10.1007/s00421-006-0159-z. Epub 2006 Mar 9.","Gondin J","Eur J Appl Physiol","2006","2006/03/10","","","10.1007/s00421-006-0159-z"
"24197080","The effect of muscle fatigue on stimulus intensity requirements for central and peripheral fatigue quantification","Neyroud D, Vallotton A, Millet GY, Kayser B, Place N.","Eur J Appl Physiol. 2014 Jan;114(1):205-15. doi: 10.1007/s00421-013-2760-2. Epub 2013 Nov 7.","Neyroud D","Eur J Appl Physiol","2014","2013/11/08","","","10.1007/s00421-013-2760-2"
"22350360","Different modulation pattern of spinal stretch reflex excitability in highly trained endurance runners","Ogawa T, Kawashima N, Suzuki S, Nakazawa K.","Eur J Appl Physiol. 2012 Oct;112(10):3641-8. doi: 10.1007/s00421-012-2351-7. Epub 2012 Feb 16.","Ogawa T","Eur J Appl Physiol","2012","2012/02/22","","","10.1007/s00421-012-2351-7"
"18415118","Neuromuscular fatigue is greater following highly variable versus constant intensity endurance cycling","Theurel J, Lepers R.","Eur J Appl Physiol. 2008 Jul;103(4):461-8. doi: 10.1007/s00421-008-0738-2.","Theurel J","Eur J Appl Physiol","2008","2008/04/17","","","10.1007/s00421-008-0738-2"
"29470437","Neurophysiological Assessment of Abnormalities of the Neuromuscular Junction in Children","Pitt M.","Int J Mol Sci. 2018 Feb 22;19(2):624. doi: 10.3390/ijms19020624.","Pitt M","Int J Mol Sci","2018","2018/02/23","PMC5855846","","10.3390/ijms19020624"
"17221875","Assessment of the reliability of central and peripheral fatigue after sustained maximal voluntary contraction of the quadriceps muscle","Place N, Maffiuletti NA, Martin A, Lepers R.","Muscle Nerve. 2007 Apr;35(4):486-95. doi: 10.1002/mus.20714.","Place N","Muscle Nerve","2007","2007/01/16","","","10.1002/mus.20714"
